8279,3808,480,7394,3653,12000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,18919,27274,32114
8279,2074,1377,2914,786,12000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,13727,15085,15728
8279,3267,890,6070,2561,12000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,17124,25285,26922
8279,2981,1109,5196,2006,12000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,15959,22372,23688
8279,2253,1377,3275,906,12000,20000000,50000,0.12995149343859222,0.75,0.045,0.07,13766,16464,16579
8279,2469,1331,3772,1170,12000,20000000,50000,0.0520850061724844,0.75,0.045,0.07,14508,18295,18716
8279,1840,1407,2538,579,12000,20000000,50000,0.5246331135813284,0.75,0.045,0.07,12988,13648,14468
8279,2797,1226,4553,1574,12000,20000000,50000,0.01981333734650907,0.75,0.045,0.07,15461,20479,21309
8279,3475,687,6778,3168,12000,20000000,50000,0.0010053760853966232,0.75,0.045,0.07,17459,26674,30108
8279,3786,506,7281,3466,13000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,18528,26413,30937
8279,409,57,8239,6699,2000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,2913,47800,48957
8279,1939,1352,2750,698,13000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,12680,15195,14973
8279,3509,1011,6012,2417,13000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,17600,23527,26605
8279,3110,1152,5161,1819,13000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,16204,21633,23244
8279,2226,1381,3252,875,13000,20000000,50000,0.12995149343859222,0.75,0.045,0.07,13517,15971,16598
8279,2514,1334,3870,1090,13000,20000000,50000,0.0520850061724844,0.75,0.045,0.07,14441,18065,18547
8279,1760,1325,2457,618,13000,20000000,50000,0.5246331135813284,0.75,0.045,0.07,12430,13973,13958
8279,2750,1210,4343,1389,13000,20000000,50000,0.01981333734650907,0.75,0.045,0.07,15141,19592,20390
8279,3522,711,6689,2998,13000,20000000,50000,0.0010053760853966232,0.75,0.045,0.07,17750,25757,28882
8279,4000,504,7207,3303,14000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,18415,25126,29544
8279,2039,1314,2802,689,14000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,13197,14534,14961
8279,2018,1535,5513,2908,2000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,14363,31752,32157
8279,3342,931,5894,2321,14000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,16490,23437,25321
8279,3099,1144,4999,1699,14000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,15985,20741,22223
8279,2289,1286,3304,942,14000,20000000,50000,0.12995149343859222,0.75,0.045,0.07,13707,16188,16734
8279,2487,1310,3734,1058,14000,20000000,50000,0.0520850061724844,0.75,0.045,0.07,14090,17460,17686
8279,1709,1282,2383,530,14000,20000000,50000,0.5246331135813284,0.75,0.045,0.07,12143,13712,13737
8279,2835,1267,4353,1372,14000,20000000,50000,0.01981333734650907,0.75,0.045,0.07,15045,18933,20042
8279,3606,708,6574,2859,14000,20000000,50000,0.0010053760853966232,0.75,0.045,0.07,17184,24718,27594
8279,4071,489,7161,3039,15000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,18467,24193,28472
8279,1974,1344,2762,723,15000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,12878,14543,14853
8279,3423,907,5740,2190,15000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,16620,22377,24358
8279,795,262,8058,6208,2000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,5610,45604,47060
8279,3187,1152,5125,1726,15000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,16245,20351,22428
8279,2193,1310,3051,835,15000,20000000,50000,0.12995149343859222,0.75,0.045,0.07,13362,15298,15808
8279,2480,1265,3589,1060,15000,20000000,50000,0.0520850061724844,0.75,0.045,0.07,13958,17104,17521
8279,1730,1366,2385,528,15000,20000000,50000,0.5246331135813284,0.75,0.045,0.07,12552,13170,13845
8279,2686,1123,4204,1370,15000,20000000,50000,0.01981333734650907,0.75,0.045,0.07,14271,19089,19282
8279,3769,729,6494,2600,15000,20000000,50000,0.0010053760853966232,0.75,0.045,0.07,17269,23670,26553
8279,4345,537,7148,2912,16000,20000000,50000,0.0003700923931708333,0.75,0.045,0.07,18747,22694,27807
8279,2018,1332,2829,709,16000,20000000,50000,0.28876540577240617,0.75,0.045,0.07,13247,14268,14989
8279,3354,898,5639,2130,16000,20000000,50000,0.0027281825552509286,0.75,0.045,0.07,16295,21727,23719
8279,3141,1080,4947,1636,16000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,15428,20127,21257
8279,997,445,7698,5648,2000,20000000,50000,0.00738136679298443,0.75,0.045,0.07,7184,43810,44433
8279,2215,1330,3121,757,16000,20000000,50000,0.12995149343859222,0.75,0.045,0.07,13592,15080,15751
8279,2401,1311,3528,1044,16000,20000000,50000,0.0520850061724844,0.75,0.045,0.07,13931,16860,17380
8279,1795,1320,2470,556,16000,20000000,50000,0.5246331135813284,0.75,0.045,0.07,12450,13330,13822
8279,2823,1230,4194,1324,16000,20000000,50000,0.01981333734650907,0.75,0.045,0.07,14632,18294,19268
8279,3806,717,6469,2513,16000,20000000,50000,0.0010053760853966232,0.75,0.045,0.07,17577,23157,26092
