8279,4169,49,8232,3878,10000,20000000,50000,1e-05,0.75,0.045,0.07,17714,28002,31718
8279,2361,1515,4983,2203,10500,20000000,50000,0.1,0.75,0.045,0.07,16246,27396,27562
8279,2538,1113,5965,2939,10500,20000000,50000,0.01,0.75,0.045,0.07,15584,29703,30293
8279,2770,586,7083,3832,10500,20000000,50000,0.001,0.75,0.045,0.07,15499,31884,33590
8279,3770,231,7895,3998,10500,20000000,50000,0.0001,0.75,0.045,0.07,18405,29354,33724
8279,4346,55,8218,3668,10500,20000000,50000,1e-05,0.75,0.045,0.07,18008,27467,30921
8279,2326,1463,5012,2245,11000,20000000,50000,0.1,0.75,0.045,0.07,15559,27339,27412
8279,2591,1114,5966,2953,11000,20000000,50000,0.01,0.75,0.045,0.07,15867,29171,30525
8279,2948,647,7103,3794,11000,20000000,50000,0.001,0.75,0.045,0.07,16465,31112,33581
8279,3879,221,7910,3921,11000,20000000,50000,0.0001,0.75,0.045,0.07,18477,28878,33002
8279,0,0,8279,6921,1000,20000000,50000,1e-05,0.75,0.045,0.07,0,50000,49957
8279,4479,44,8222,3655,11000,20000000,50000,1e-05,0.75,0.045,0.07,18062,26497,30300
8279,2396,1490,4969,2296,11500,20000000,50000,0.1,0.75,0.045,0.07,15852,26999,27346
8279,2573,1073,5873,2971,11500,20000000,50000,0.01,0.75,0.045,0.07,15726,29204,30018
8279,2997,670,6982,3573,11500,20000000,50000,0.001,0.75,0.045,0.07,16336,30826,32711
8279,3831,239,7852,3901,11500,20000000,50000,0.0001,0.75,0.045,0.07,18238,28140,32884
8279,4551,48,8212,3537,11500,20000000,50000,1e-05,0.75,0.045,0.07,17826,25831,29851
8279,2403,1378,3484,1002,12000,20000000,50000,0.1,0.75,0.045,0.07,14479,16851,17857
8279,3017,1192,5045,1863,12000,20000000,50000,0.01,0.75,0.045,0.07,16143,21737,23286
8279,3454,690,6824,3163,12000,20000000,50000,0.001,0.75,0.045,0.07,17825,27108,30185
8279,4041,249,7830,3907,12000,20000000,50000,0.0001,0.75,0.045,0.07,19428,27174,32900
8279,1516,971,6800,4492,1500,20000000,50000,0.1,0.75,0.045,0.07,10759,39178,39504
8279,4504,52,8214,3833,12000,20000000,50000,1e-05,0.75,0.045,0.07,19390,26395,31764
8279,2324,1315,3402,967,12500,20000000,50000,0.1,0.75,0.045,0.07,13757,16878,16964
8279,2933,1151,4973,1784,12500,20000000,50000,0.01,0.75,0.045,0.07,16160,21792,23078
